province,max,min,wind,rain,humidi,cloud,pressure,date
Ha Noi,23,18,8,1.9,74,72,1015,2/16/2012
Ha Noi,21,15,9,0.3,61,73,1018,2/17/2012
Ha Noi,15,13,9,0.2,62,80,1021,2/18/2012
Ha Noi,18,12,7,0,60,54,1022,2/19/2012
Ha Noi,23,13,6,0,66,32,1017,2/20/2012
Ha Noi,25,17,5,0.3,76,45,1012,2/21/2012
Ha Noi,28,17,9,0.1,79,38,1008,2/22/2012
Ha Noi,31,20,7,0.2,76,25,1005,2/23/2012
Ha Noi,30,20,8,0.1,78,33,1007,2/24/2012
Ha Noi,26,21,9,1.2,74,59,1009,2/25/2012
Ha Noi,22,17,10,0.9,65,57,1013,2/26/2012
Ha Noi,18,14,10,0.3,62,69,1015,2/27/2012
Ha Noi,21,12,8,0,63,60,1012,2/28/2012
Ha Noi,26,18,7,0.2,74,59,1012,3/1/2012
Ha Noi,25,20,8,0.8,79,68,1010,3/2/2012
Ha Noi,23,20,8,2.7,88,82,1010,3/3/2012
Ha Noi,26,21,10,6.1,90,88,1008,3/4/2012
Ha Noi,34,22,7,0.8,78,39,1006,3/5/2012
Ha Noi,36,22,8,0.1,71,24,1004,3/6/2012
Ha Noi,31,21,10,0.3,78,31,1005,3/7/2012
Ha Noi,27,21,10,1,80,69,1007,3/8/2012
Ha Noi,24,19,10,0.5,73,70,1011,3/9/2012
Ha Noi,21,15,9,0.3,60,80,1017,3/10/2012
Ha Noi,20,16,6,0,61,65,1018,3/11/2012
Ha Noi,23,16,7,0,62,60,1020,3/12/2012
Ha Noi,22,16,7,0.3,71,63,1020,3/13/2012
Ha Noi,25,16,7,0.1,73,52,1016,3/14/2012
Ha Noi,28,18,6,0.1,75,44,1013,3/15/2012
Ha Noi,30,20,7,0.9,78,55,1010,3/16/2012
Ha Noi,29,23,9,4.3,83,73,1010,3/17/2012
Ha Noi,29,23,8,2.5,84,72,1011,3/18/2012
Ha Noi,30,23,9,0.6,82,55,1011,3/19/2012
Ha Noi,29,23,11,1.9,84,71,1010,3/20/2012
Ha Noi,30,23,14,2.2,83,70,1010,3/21/2012
Ha Noi,29,23,14,1,81,74,1010,3/22/2012
Ha Noi,24,18,12,0.8,76,65,1016,3/23/2012
Ha Noi,26,17,9,0,46,26,1021,3/24/2012
Ha Noi,28,16,5,0,52,16,1019,3/25/2012
Ha Noi,28,17,7,0,54,16,1019,3/26/2012
Ha Noi,27,17,6,0,70,41,1019,3/27/2012
Ha Noi,29,21,7,1.2,77,71,1017,3/28/2012
Ha Noi,27,20,11,1.3,82,65,1015,3/29/2012
Ha Noi,28,20,8,0.5,77,63,1014,3/30/2012
Ha Noi,25,20,12,2.5,67,53,1020,3/31/2012
Ha Noi,31,18,8,0,57,24,1017,4/1/2012
Ha Noi,32,20,10,0,68,10,1013,4/2/2012
Ha Noi,29,21,5,0.6,79,53,1016,4/3/2012
Ha Noi,29,21,8,4.1,81,65,1013,4/4/2012
Ha Noi,31,23,6,3.7,83,63,1010,4/5/2012
Ha Noi,29,23,8,1.5,83,70,1012,4/6/2012
Ha Noi,23,21,8,14,88,98,1015,4/7/2012
Ha Noi,30,19,7,0.2,79,68,1014,4/8/2012
Ha Noi,30,19,7,0.2,79,43,1013,4/9/2012
Ha Noi,33,20,8,0.3,80,34,1011,4/10/2012
Ha Noi,32,22,8,0.7,82,50,1009,4/11/2012
Ha Noi,35,23,10,6,79,43,1006,4/12/2012
Ha Noi,33,22,9,0.6,82,42,1008,4/13/2012
Ha Noi,33,23,10,0.7,84,58,1008,4/14/2012
Ha Noi,35,23,9,0.3,81,48,1006,4/15/2012
Ha Noi,32,24,8,2.4,84,58,1006,4/16/2012
Ha Noi,34,24,8,3.4,83,55,1005,4/17/2012
Ha Noi,36,24,9,1.8,80,47,1004,4/18/2012
Ha Noi,33,24,9,4.5,85,51,1005,4/19/2012
Ha Noi,37,24,9,11.6,80,48,1006,4/20/2012
Ha Noi,33,23,9,2.4,68,30,1010,4/21/2012
Ha Noi,32,22,10,2.3,73,22,1007,4/22/2012
Ha Noi,36,21,10,0.1,74,22,1004,4/23/2012
Ha Noi,41,25,10,0,59,6,1001,4/24/2012
Ha Noi,42,28,7,0,55,4,1003,4/25/2012
Ha Noi,34,23,10,0.3,58,31,1009,4/26/2012
Ha Noi,34,22,8,2.1,76,29,1005,4/27/2012
Ha Noi,39,23,8,0,69,24,1003,4/28/2012
Ha Noi,42,25,8,0,59,17,1002,4/29/2012
Ha Noi,42,25,9,0,52,12,1001,4/30/2012
Ha Noi,43,26,7,0.2,52,6,1001,5/1/2012
Ha Noi,43,26,7,0,56,20,1002,5/2/2012
Ha Noi,44,26,6,0.1,57,7,1001,5/3/2012
Ha Noi,41,28,8,0.1,59,12,1002,5/4/2012
Ha Noi,35,26,8,21.9,77,57,1006,5/5/2012
Ha Noi,33,26,8,15,80,33,1008,5/6/2012
Ha Noi,33,24,11,3.5,79,39,1008,5/7/2012
Ha Noi,35,25,10,13.9,80,40,1007,5/8/2012
Ha Noi,34,25,9,9.3,80,34,1008,5/9/2012
Ha Noi,36,25,6,19.1,78,40,1008,5/10/2012
Ha Noi,35,25,8,10.2,79,27,1004,5/11/2012
Ha Noi,35,26,9,6.4,79,30,1002,5/12/2012
Ha Noi,36,26,7,9.3,78,19,1001,5/13/2012
Ha Noi,35,26,9,22.5,81,24,1003,5/14/2012
Ha Noi,29,23,8,6,82,71,1008,5/15/2012
Ha Noi,34,22,6,0,70,20,1006,5/16/2012
Ha Noi,36,23,5,0,72,16,1005,5/17/2012
Ha Noi,36,25,6,0.6,70,18,1005,5/18/2012
Ha Noi,37,26,7,2.8,74,38,1005,5/19/2012
Ha Noi,36,27,7,4.5,74,29,1003,5/20/2012
Ha Noi,34,27,9,16.2,83,39,1003,5/21/2012
Ha Noi,32,26,9,19.5,86,59,1003,5/22/2012
Ha Noi,28,26,5,20.5,95,63,1002,5/23/2012
Ha Noi,33,25,4,3.7,85,47,1002,5/24/2012
Ha Noi,32,25,8,19,86,66,1004,5/25/2012
Ha Noi,28,23,9,3.2,87,82,1007,5/26/2012
Ha Noi,33,23,4,0,77,65,1007,5/27/2012
Ha Noi,35,24,6,0.2,74,50,1006,5/28/2012
Ha Noi,34,26,7,0.5,77,39,1006,5/29/2012
Ha Noi,30,26,8,0.9,79,59,1007,5/30/2012
Ha Noi,34,24,6,0.6,69,56,1007,5/31/2012
Ha Noi,35,25,4,13.3,75,75,1007,6/1/2012
Ha Noi,32,26,5,14.1,79,78,1005,6/2/2012
Ha Noi,33,25,5,6.1,80,64,1002,6/3/2012
Ha Noi,36,26,5,8.2,78,44,1001,6/4/2012
Ha Noi,35,26,8,15,78,29,1001,6/5/2012
Ha Noi,35,27,8,14.7,79,35,1000,6/6/2012
Ha Noi,34,27,8,6.8,79,44,1001,6/7/2012
Ha Noi,36,27,6,1.4,76,46,1002,6/8/2012
Ha Noi,37,26,6,7.7,73,42,1002,6/9/2012
Ha Noi,37,28,7,0,67,43,999,6/10/2012
Ha Noi,34,29,8,0.4,70,37,999,6/11/2012
Ha Noi,40,28,7,2.8,64,32,1000,6/12/2012
Ha Noi,37,27,5,1.5,72,59,1000,6/13/2012
Ha Noi,38,28,7,4.7,69,37,999,6/14/2012
Ha Noi,35,27,9,1.7,71,38,1000,6/15/2012
Ha Noi,36,26,9,0,63,21,1000,6/16/2012
Ha Noi,37,27,8,0,57,12,1000,6/17/2012
Ha Noi,40,28,6,0,56,16,999,6/18/2012
Ha Noi,38,29,6,2.2,67,29,997,6/19/2012
Ha Noi,31,27,5,1.2,83,62,999,6/20/2012
Ha Noi,39,26,3,10.5,74,61,1001,6/21/2012
Ha Noi,37,27,6,11.6,82,68,1002,6/22/2012
Ha Noi,32,26,6,10.2,87,56,999,6/23/2012
Ha Noi,36,26,8,1.3,70,41,999,6/24/2012
Ha Noi,37,26,7,0,66,22,999,6/25/2012
Ha Noi,38,27,6,1.2,66,45,999,6/26/2012
Ha Noi,35,27,6,0.2,68,46,1000,6/27/2012
Ha Noi,35,27,6,18.1,80,50,1002,6/28/2012
Ha Noi,37,26,6,6.3,75,29,1001,6/29/2012
Ha Noi,34,27,5,4.8,79,41,1001,6/30/2012
Ha Noi,30,26,4,14.1,85,51,1003,7/1/2012
Ha Noi,32,25,6,14.3,81,42,1005,7/2/2012
Ha Noi,33,25,7,3.6,78,43,1003,7/3/2012
Ha Noi,33,25,7,10.7,80,57,1003,7/4/2012
Ha Noi,34,25,7,6.1,76,36,1003,7/5/2012
Ha Noi,36,27,8,2.7,70,34,1003,7/6/2012
Ha Noi,32,27,9,8.4,79,46,1002,7/7/2012
Ha Noi,33,27,10,2.9,78,46,1003,7/8/2012
Ha Noi,35,26,8,18.7,78,26,1005,7/9/2012
Ha Noi,36,26,8,12,77,22,1004,7/10/2012
Ha Noi,35,26,10,22.5,80,28,1003,7/11/2012
Ha Noi,35,27,11,7.8,80,40,1004,7/12/2012
Ha Noi,35,27,9,12.9,78,28,1003,7/13/2012
Ha Noi,39,27,6,8.1,74,23,1001,7/14/2012
Ha Noi,39,28,5,0.9,70,18,1002,7/15/2012
Ha Noi,40,28,5,1.7,66,19,1002,7/16/2012
Ha Noi,35,28,7,4.5,72,23,1002,7/17/2012
Ha Noi,36,27,5,13.6,74,34,1003,7/18/2012
Ha Noi,35,27,7,18,80,30,1004,7/19/2012
Ha Noi,34,26,6,20,79,27,1005,7/20/2012
Ha Noi,39,27,5,2.1,73,25,1002,7/21/2012
Ha Noi,37,27,7,3.5,73,19,998,7/22/2012
Ha Noi,33,27,7,15.6,81,35,998,7/23/2012
Ha Noi,35,26,8,2.2,75,45,997,7/24/2012
Ha Noi,32,26,7,15,87,73,998,7/25/2012
Ha Noi,31,26,7,18.3,91,57,1002,7/26/2012
Ha Noi,37,26,5,13.3,83,41,1001,7/27/2012
Ha Noi,33,26,4,7.4,86,56,1003,7/28/2012
Ha Noi,32,25,6,3.4,83,56,1003,7/29/2012
Ha Noi,32,25,6,13.7,84,53,1001,7/30/2012
Ha Noi,33,25,5,9.3,84,33,1000,7/31/2012
Ha Noi,37,25,4,0.7,77,15,1000,8/1/2012
Ha Noi,36,27,7,5.9,74,15,1000,8/2/2012
Ha Noi,37,27,5,0.7,72,14,1001,8/3/2012
Ha Noi,37,27,6,0.3,70,15,1000,8/4/2012
Ha Noi,37,28,6,0.6,71,17,1000,8/5/2012
Ha Noi,28,27,4,13,90,75,1000,8/6/2012
Ha Noi,26,24,11,64,96,94,1001,8/7/2012
Ha Noi,32,26,7,2.1,81,58,1002,8/8/2012
Ha Noi,32,25,4,22.2,90,60,1001,8/9/2012
Ha Noi,33,26,5,6,85,47,1003,8/10/2012
Ha Noi,36,26,5,0,80,19,1003,8/11/2012
Ha Noi,37,27,5,4.3,78,16,1002,8/12/2012
Ha Noi,37,27,5,14.6,84,18,1001,8/13/2012
Ha Noi,34,26,5,18.2,86,34,1003,8/14/2012
Ha Noi,36,26,3,17.2,82,25,1004,8/15/2012
Ha Noi,35,26,5,11.4,80,15,1003,8/16/2012
Ha Noi,33,25,12,9.3,84,50,999,8/17/2012
Ha Noi,29,24,12,21.5,95,64,1000,8/18/2012
Ha Noi,31,24,6,35.4,90,53,1007,8/19/2012
Ha Noi,34,25,5,8.1,85,29,1005,8/20/2012
Ha Noi,34,25,6,6.5,86,30,1005,8/21/2012
Ha Noi,29,26,8,6.4,87,51,1007,8/22/2012
Ha Noi,31,24,9,8.7,82,41,1008,8/23/2012
Ha Noi,32,23,6,0.2,79,40,1008,8/24/2012
Ha Noi,33,24,5,1.1,78,21,1007,8/25/2012
Ha Noi,34,25,5,0.1,75,20,1005,8/26/2012
Ha Noi,35,25,6,2.5,74,20,1004,8/27/2012
Ha Noi,36,26,5,4.7,77,15,1006,8/28/2012
Ha Noi,35,26,5,6.6,79,24,1007,8/29/2012
Ha Noi,36,26,5,0.2,80,14,1006,8/30/2012
Ha Noi,34,26,6,3.8,83,29,1005,8/31/2012
Ha Noi,32,25,6,13.2,86,34,1005,9/1/2012
Ha Noi,32,25,4,34,87,42,1007,9/2/2012
Ha Noi,32,24,6,21.1,87,34,1008,9/3/2012
Ha Noi,32,24,8,1.4,81,22,1010,9/4/2012
Ha Noi,30,24,8,0.9,81,53,1011,9/5/2012
Ha Noi,26,24,6,24,96,92,1012,9/6/2012
Ha Noi,30,24,4,20.9,94,75,1012,9/7/2012
Ha Noi,30,23,3,11,93,73,1012,9/8/2012
Ha Noi,33,24,4,2.5,87,57,1010,9/9/2012
Ha Noi,32,24,7,4.7,85,37,1009,9/10/2012
Ha Noi,34,25,6,0.7,82,18,1009,9/11/2012
Ha Noi,34,23,5,0,82,37,1008,9/12/2012
Ha Noi,29,21,10,4.8,85,27,1010,9/13/2012
Ha Noi,26,20,13,1.3,82,64,1013,9/14/2012
Ha Noi,29,20,9,0.1,75,39,1012,9/15/2012
Ha Noi,32,20,5,0,66,10,1012,9/16/2012
Ha Noi,32,21,5,0.1,73,22,1012,9/17/2012
Ha Noi,31,23,5,0.3,76,60,1010,9/18/2012
Ha Noi,29,24,5,6.4,84,75,1010,9/19/2012
Ha Noi,30,23,5,4.3,90,93,1010,9/20/2012
Ha Noi,33,24,8,8.1,85,49,1009,9/21/2012
Ha Noi,34,24,7,0.6,81,46,1008,9/22/2012
Ha Noi,34,25,6,5.5,84,51,1006,9/23/2012
Ha Noi,33,25,6,26,86,46,1006,9/24/2012
Ha Noi,35,24,5,8.8,84,41,1009,9/25/2012
Ha Noi,32,24,5,2.3,81,40,1011,9/26/2012
Ha Noi,32,25,7,9.8,80,33,1012,9/27/2012
Ha Noi,32,24,10,2,72,31,1013,9/28/2012
Ha Noi,31,22,9,0,65,10,1013,9/29/2012
Ha Noi,31,21,7,0,58,4,1014,9/30/2012
Ha Noi,32,20,6,0,57,6,1014,10/1/2012
Ha Noi,34,22,5,0,68,10,1012,10/2/2012
Ha Noi,33,23,7,3.7,79,52,1009,10/3/2012
Ha Noi,31,23,7,11.5,82,62,1008,10/4/2012
Ha Noi,30,24,6,3.2,83,69,1012,10/5/2012
Ha Noi,30,23,5,11,83,57,1015,10/6/2012
Ha Noi,32,22,5,0.8,77,45,1015,10/7/2012
Ha Noi,33,23,5,1.2,75,44,1014,10/8/2012
Ha Noi,35,24,4,0,73,11,1013,10/9/2012
Ha Noi,32,23,6,2.4,71,32,1014,10/10/2012
Ha Noi,33,23,6,0,67,15,1013,10/11/2012
Ha Noi,33,23,6,0.2,74,31,1012,10/12/2012
Ha Noi,33,23,8,1,75,53,1012,10/13/2012
Ha Noi,32,24,9,1.8,78,47,1012,10/14/2012
Ha Noi,33,24,11,0,76,39,1013,10/15/2012
Ha Noi,33,24,8,3.5,76,60,1014,10/16/2012
Ha Noi,26,22,9,4,81,75,1017,10/17/2012
Ha Noi,32,21,6,0,71,38,1016,10/18/2012
Ha Noi,32,23,6,1.4,78,39,1014,10/19/2012
Ha Noi,32,24,8,1.6,79,43,1014,10/20/2012
Ha Noi,31,24,9,4.6,81,50,1015,10/21/2012
Ha Noi,31,23,6,2.1,76,39,1015,10/22/2012
Ha Noi,33,24,5,2,71,36,1014,10/23/2012
Ha Noi,31,23,7,0.6,74,20,1013,10/24/2012
Ha Noi,32,22,6,0.5,76,45,1012,10/25/2012
Ha Noi,31,23,6,4,78,41,1012,10/26/2012
Ha Noi,32,24,9,0.6,73,39,1013,10/27/2012
Ha Noi,24,22,19,19.6,89,82,1010,10/28/2012
Ha Noi,28,21,14,6.1,83,60,1009,10/29/2012
Ha Noi,29,22,11,0.7,78,40,1013,10/30/2012
Ha Noi,27,19,11,0,63,22,1018,10/31/2012
Ha Noi,28,17,6,0,56,7,1016,11/1/2012
Ha Noi,29,20,5,0,68,15,1014,11/2/2012
Ha Noi,31,21,4,4.3,80,49,1013,11/3/2012
Ha Noi,27,21,9,0.6,80,81,1015,11/4/2012
Ha Noi,30,20,6,0.6,77,71,1014,11/5/2012
Ha Noi,28,23,6,7.6,86,91,1014,11/6/2012
Ha Noi,30,23,9,3.9,85,72,1012,11/7/2012
Ha Noi,31,23,12,0.4,84,62,1009,11/8/2012
Ha Noi,32,25,10,1.7,85,55,1009,11/9/2012
Ha Noi,32,25,7,5.5,84,58,1011,11/10/2012
Ha Noi,21,20,9,3.8,82,82,1017,11/11/2012
Ha Noi,27,19,4,0,73,48,1017,11/12/2012
Ha Noi,28,20,5,0,78,50,1016,11/13/2012
Ha Noi,29,21,6,0.1,81,70,1013,11/14/2012
Ha Noi,28,23,8,0.4,84,47,1014,11/15/2012
Ha Noi,31,21,6,0.3,75,60,1015,11/16/2012
Ha Noi,26,19,9,0,63,18,1018,11/17/2012
Ha Noi,28,18,5,0,65,12,1015,11/18/2012
Ha Noi,29,21,5,0.1,77,50,1015,11/19/2012
Ha Noi,30,23,9,0.3,81,62,1013,11/20/2012
Ha Noi,31,23,7,0,82,45,1010,11/21/2012
Ha Noi,37,24,6,0,76,25,1007,11/22/2012
Ha Noi,25,20,10,1.3,79,68,1012,11/23/2012
Ha Noi,21,18,5,0.9,78,86,1015,11/24/2012
Ha Noi,29,19,4,2.3,80,65,1013,11/25/2012
Ha Noi,23,17,9,11.6,80,80,1015,11/26/2012
Ha Noi,21,15,4,2.1,74,66,1017,11/27/2012
Ha Noi,21,17,4,4.8,83,64,1014,11/28/2012
Ha Noi,22,18,4,0.9,89,90,1013,11/29/2012
Ha Noi,27,20,5,0.6,88,79,1011,11/30/2012
Ha Noi,30,19,9,20.4,88,80,1012,12/1/2012
Ha Noi,20,15,8,5.4,75,76,1017,12/2/2012
Ha Noi,18,16,5,0.3,81,85,1017,12/3/2012
Ha Noi,22,16,4,0.3,77,84,1015,12/4/2012
Ha Noi,21,16,8,1.9,80,50,1018,12/5/2012
Ha Noi,24,14,5,0,63,18,1017,12/6/2012
Ha Noi,25,17,4,0.3,70,72,1016,12/7/2012
Ha Noi,24,18,6,1.7,76,77,1016,12/8/2012
Ha Noi,23,19,4,0.3,83,89,1014,12/9/2012
Ha Noi,28,20,8,2.4,83,67,1013,12/10/2012
Ha Noi,19,18,7,1.7,85,90,1016,12/11/2012
Ha Noi,19,16,5,0.2,83,79,1018,12/12/2012
Ha Noi,26,17,5,0.1,83,68,1016,12/13/2012
Ha Noi,29,20,7,0,84,57,1015,12/14/2012
Ha Noi,32,22,7,0.2,81,46,1013,12/15/2012
Ha Noi,33,21,5,0.1,76,14,1013,12/16/2012
Ha Noi,29,21,8,0.3,82,44,1013,12/17/2012
Ha Noi,21,16,12,2.3,75,73,1019,12/18/2012
Ha Noi,21,14,8,0.1,71,60,1017,12/19/2012
Ha Noi,27,18,6,0.1,84,60,1013,12/20/2012
Ha Noi,29,21,6,0.4,83,63,1013,12/21/2012
Ha Noi,18,15,12,1.5,74,90,1018,12/22/2012
Ha Noi,15,12,12,0.1,59,48,1026,12/23/2012
Ha Noi,20,10,7,0,60,16,1021,12/24/2012
Ha Noi,21,13,5,0,78,58,1017,12/25/2012
Ha Noi,20,17,5,4.1,85,97,1016,12/26/2012
Ha Noi,21,16,5,0.6,83,85,1016,12/27/2012
Ha Noi,22,17,5,0,82,71,1014,12/28/2012
Ha Noi,24,13,10,1.4,80,81,1015,12/29/2012
Ha Noi,16,10,16,0.1,50,40,1024,12/30/2012
Ha Noi,17,11,7,0,38,33,1022,12/31/2012
Ha Noi,20,11,4,0,43,29,1019,1/1/2013
Ha Noi,20,13,4,0.1,66,65,1017,1/2/2013
Ha Noi,14,11,10,1.5,76,94,1022,1/3/2013
Ha Noi,12,10,8,0.1,72,93,1020,1/4/2013
Ha Noi,15,9,7,0.1,68,80,1018,1/5/2013
Ha Noi,16,10,7,0.1,61,59,1019,1/6/2013
Ha Noi,16,10,5,0.1,62,54,1018,1/7/2013
Ha Noi,16,12,7,0.1,68,70,1017,1/8/2013
Ha Noi,15,12,9,0.9,59,69,1021,1/9/2013
Ha Noi,15,12,7,0,54,67,1021,1/10/2013
Ha Noi,16,10,9,0,60,76,1021,1/11/2013
Ha Noi,18,11,8,0.1,58,47,1021,1/12/2013
Ha Noi,24,10,4,0,60,7,1017,1/13/2013
Ha Noi,20,13,6,0.1,70,50,1017,1/14/2013
Ha Noi,21,15,5,0.7,76,86,1019,1/15/2013
Ha Noi,23,16,6,1.3,80,87,1019,1/16/2013
Ha Noi,18,14,10,6.7,86,97,1023,1/17/2013
Ha Noi,18,14,6,0.7,77,76,1025,1/18/2013
Ha Noi,20,13,4,0,77,67,1020,1/19/2013
Ha Noi,25,15,6,0,80,60,1017,1/20/2013
Ha Noi,25,19,7,0.8,83,55,1018,1/21/2013
Ha Noi,25,19,8,1.1,83,57,1018,1/22/2013
Ha Noi,24,18,8,0.1,82,58,1017,1/23/2013
Ha Noi,22,19,7,1.1,84,81,1017,1/24/2013
Ha Noi,21,16,7,1.7,70,87,1018,1/25/2013
Ha Noi,20,17,6,0.7,74,84,1018,1/26/2013
Ha Noi,18,15,6,7.6,72,76,1021,1/27/2013
Ha Noi,23,14,4,1.3,73,75,1020,1/28/2013
Ha Noi,23,17,5,0.3,81,83,1019,1/29/2013
Ha Noi,26,19,11,2.3,82,78,1018,1/30/2013
Ha Noi,25,20,11,0.7,84,69,1018,1/31/2013
Ha Noi,28,19,8,1.1,81,67,1017,2/1/2013
Ha Noi,25,20,9,0.8,80,62,1018,2/2/2013
Ha Noi,29,19,6,0,72,18,1016,2/3/2013
Ha Noi,27,20,8,0.4,79,49,1016,2/4/2013
Ha Noi,29,19,6,0.1,81,50,1016,2/5/2013
Ha Noi,28,22,11,0.4,79,63,1012,2/6/2013
Ha Noi,28,22,10,0.4,81,59,1009,2/7/2013
Ha Noi,24,19,11,6.3,83,88,1015,2/8/2013
Ha Noi,17,14,9,1.9,68,87,1021,2/9/2013
Ha Noi,23,14,6,0.1,66,66,1019,2/10/2013
Ha Noi,23,18,6,0.4,79,77,1016,2/11/2013
Ha Noi,20,17,8,3.8,83,89,1018,2/12/2013
Ha Noi,23,16,7,0.1,71,64,1018,2/13/2013
Ha Noi,25,18,8,0.2,78,75,1014,2/14/2013
Ha Noi,21,18,8,1.9,81,87,1016,2/15/2013
Ha Noi,24,16,6,0,65,55,1016,2/16/2013
Ha Noi,28,19,8,0.1,76,55,1012,2/17/2013
Ha Noi,27,21,12,0.6,81,71,1010,2/18/2013
Ha Noi,26,22,9,1.9,85,80,1012,2/19/2013
Ha Noi,20,17,7,2.1,74,97,1017,2/20/2013
Ha Noi,21,16,6,0.5,73,93,1019,2/21/2013
Ha Noi,21,15,7,0.9,67,77,1022,2/22/2013
Ha Noi,26,16,7,0,56,27,1022,2/23/2013
Ha Noi,25,18,8,0,70,34,1018,2/24/2013
Ha Noi,26,20,6,0.3,80,69,1016,2/25/2013
Ha Noi,28,21,9,0.2,81,64,1014,2/26/2013
Ha Noi,27,23,9,0.7,85,69,1012,2/27/2013
Ha Noi,30,22,14,0.4,81,66,1008,2/28/2013
Ha Noi,30,23,10,0.3,81,55,1009,3/1/2013
Ha Noi,25,19,10,1.8,79,86,1016,3/2/2013
Ha Noi,21,14,10,0.6,59,76,1023,3/3/2013
Ha Noi,25,17,6,0,48,46,1023,3/4/2013
Ha Noi,27,16,5,0,50,22,1022,3/5/2013
Ha Noi,28,18,7,0,62,9,1019,3/6/2013
Ha Noi,31,19,5,0,69,24,1019,3/7/2013
Ha Noi,30,20,8,0,70,20,1016,3/8/2013
Ha Noi,32,20,11,0,68,23,1012,3/9/2013
Ha Noi,28,20,9,0.1,78,54,1012,3/10/2013
Ha Noi,27,22,10,1.9,78,60,1013,3/11/2013
Ha Noi,28,21,12,2.7,80,76,1011,3/12/2013
Ha Noi,30,22,10,1.6,78,49,1012,3/13/2013
Ha Noi,28,22,10,3.3,82,76,1016,3/14/2013
Ha Noi,29,22,12,3.2,79,70,1017,3/15/2013
Ha Noi,28,22,14,0.5,82,70,1014,3/16/2013
Ha Noi,31,23,11,0.4,79,55,1009,3/17/2013
Ha Noi,29,24,11,0.9,82,71,1007,3/18/2013
Ha Noi,33,24,10,0.7,79,44,1006,3/19/2013
Ha Noi,35,25,9,2.4,76,42,1008,3/20/2013
Ha Noi,31,24,12,1,77,52,1009,3/21/2013
Ha Noi,30,25,12,0.5,79,60,1009,3/22/2013
Ha Noi,33,24,11,0.6,77,52,1008,3/23/2013
Ha Noi,32,25,9,0.8,77,44,1007,3/24/2013
Ha Noi,33,25,13,0.8,77,56,1006,3/25/2013
Ha Noi,32,25,10,1.6,80,58,1007,3/26/2013
Ha Noi,30,21,9,4.1,70,61,1010,3/27/2013
Ha Noi,33,23,8,1,77,49,1009,3/28/2013
Ha Noi,27,23,7,4.8,81,80,1011,3/29/2013
Ha Noi,31,22,5,14.1,82,73,1009,3/30/2013
Ha Noi,29,21,7,5.2,77,58,1012,3/31/2013
Ha Noi,28,22,6,1.3,83,70,1012,4/1/2013
Ha Noi,32,24,10,2.1,82,62,1010,4/2/2013
Ha Noi,33,25,14,2.7,83,61,1006,4/3/2013
Ha Noi,35,25,12,1.1,80,44,1001,4/4/2013
Ha Noi,42,25,6,0.1,59,19,999,4/5/2013
Ha Noi,29,21,16,0,48,17,1009,4/6/2013
Ha Noi,30,19,9,0,50,11,1010,4/7/2013
Ha Noi,28,20,7,1,75,62,1010,4/8/2013
Ha Noi,29,22,6,1.3,76,69,1012,4/9/2013
Ha Noi,27,20,9,2.5,69,79,1015,4/10/2013
Ha Noi,27,18,7,0,60,75,1017,4/11/2013
Ha Noi,29,20,8,0,53,49,1018,4/12/2013
Ha Noi,31,18,7,0,54,23,1016,4/13/2013
Ha Noi,34,21,5,0.5,66,40,1014,4/14/2013
Ha Noi,34,21,8,0.2,68,14,1009,4/15/2013
Ha Noi,33,22,8,0.3,74,44,1005,4/16/2013
Ha Noi,37,22,8,0.4,71,24,1004,4/17/2013
Ha Noi,37,24,9,0.1,71,32,1004,4/18/2013
Ha Noi,39,24,10,0,71,29,1005,4/19/2013
Ha Noi,37,24,10,0.1,76,36,1007,4/20/2013
Ha Noi,31,24,11,2.2,81,70,1010,4/21/2013
Ha Noi,32,24,11,1.7,83,72,1010,4/22/2013
Ha Noi,33,25,12,0.8,82,70,1010,4/23/2013
Ha Noi,37,25,8,1.8,73,48,1009,4/24/2013
Ha Noi,36,24,9,6.6,77,38,1009,4/25/2013
Ha Noi,33,24,8,0.6,72,71,1011,4/26/2013
Ha Noi,29,22,9,3.5,83,59,1008,4/27/2013
Ha Noi,33,24,10,9.6,83,68,1008,4/28/2013
Ha Noi,36,24,10,3.3,76,47,1007,4/29/2013
Ha Noi,38,25,6,8.8,73,43,1006,4/30/2013
Ha Noi,29,24,7,5.4,80,73,1007,5/1/2013
Ha Noi,29,23,6,2.6,81,81,1007,5/2/2013
Ha Noi,30,24,8,14,84,86,1008,5/3/2013
Ha Noi,31,22,6,8.7,80,74,1012,5/4/2013
Ha Noi,33,22,7,0.9,78,52,1011,5/5/2013
Ha Noi,32,22,8,7.7,83,53,1009,5/6/2013
Ha Noi,33,23,8,6.6,81,46,1008,5/7/2013
Ha Noi,36,24,8,5,79,31,1006,5/8/2013
Ha Noi,37,24,7,1.3,76,34,1006,5/9/2013
Ha Noi,34,25,6,1.8,76,38,1006,5/10/2013
Ha Noi,33,23,8,0,62,33,1007,5/11/2013
Ha Noi,35,23,6,2.4,74,42,1007,5/12/2013
Ha Noi,35,24,8,2.3,80,40,1004,5/13/2013
Ha Noi,42,25,7,0,65,28,1001,5/14/2013
Ha Noi,39,28,8,0,56,27,1000,5/15/2013
Ha Noi,42,27,6,0,55,33,1001,5/16/2013
Ha Noi,35,27,9,5.3,77,31,1004,5/17/2013
Ha Noi,42,27,6,1.3,69,28,1003,5/18/2013
Ha Noi,44,28,6,0.7,62,21,1002,5/19/2013
